1000;Lausanne;VD;;;0
1000;Lausanne 1 Dépôt;VD;;;1
1000;Lausanne 2;VD;;;2
1000;Lausanne 3;VD;;;3
1000;Lausanne Ouchy;VD;;;6
1000;Lausanne 7;VD;;;7
1000;Lausanne 8;VD;;;8
1000;Lausanne 12;VD;;;12
1000;Lausanne 14;VD;;;14
1000;Lausanne 16;VD;;;16
1000;Lausanne 17;VD;;;17
1000;Lausanne 19;VD;;;19
1000;Lausanne 20;VD;;;20
1000;Lausanne Grangette;VD;;;21
1000;Lausanne 22;VD;;;22
1000;Lausanne 23;VD;;;23
1000;Lausanne 24 Vennes;VD;;;24
1000;Lausanne 25;VD;;;25
1000;Lausanne 26;VD;;;26
1000;Lausanne 27;VD;;;27
1000;Lausanne Distribution;VD;;;60
1001;Lausanne;VD;;;1
1002;Lausanne;VD;;;0
1003;Lausanne;VD;;;0
1004;Lausanne;VD;;;0
1005;Lausanne;VD;;;0
1006;Lausanne;VD;;;0
1007;Lausanne;VD;;;0
1008;Prilly;VD;;;0
1009;Pully;VD;;;0
1010;Lausanne;VD;;;0
1011;Lausanne;VD;;;0
1012;Lausanne;VD;;;0
1014;Lausanne Adm cant VD;VD;;;0
1015;Lausanne;VD;;;0
1018;Lausanne;VD;;;0
1020;Renens VD;VD;;;0
1020;Renens VD 1;VD;;;1
1020;Renens VD 2;VD;;;2
1022;Chavannes-près-Renens;VD;;;0
1023;Crissier;VD;;;0
1024;Ecublens VD;VD;;;0
1025;St-Sulpice VD;VD;;;0
1026;Echandens-Denges;VD;;;0
1027;Lonay;VD;;;0
1028;Préverenges;VD;;;0
1030;Bussigny;VD;;;0
1032;Romanel-sur-Lausanne;VD;;;0
1033;Cheseaux-sur-Lausanne;VD;;;0
1037;Etagnières;VD;;;0
1038;Bercher;VD;;;0
1040;Echallens;VD;;;0
1040;St-Barthélemy VD;VD;;;3
1377;Oulens-sous-Echallens;VD;;;0
1042;Bettens;VD;;;4
1040;Villars-le-Terroir;VD;;;2
1417;Epautheyres;VD;;;2
1041;Dommartin;VD;;;21
1063;Peyres-Possens;VD;;;4
